1	48594292513	227.06
1	442291816957	130.16
1	48111610261	203.16
1	48492536750	210.53
1	48686948111	215.43
1	444043345502	114.09
1	33256134299	28.75
1	49430097213	82.84
1	445010674167	100.84
1	49598575318	81.31
1	48442181142	158.05
1	446042350015	123.04
1	48479198854	264.00
1	396797008590	140.08
1	445975113561	123.59
1	444065928338	108.33
1	392098794524	152.10
1	49189634328	87.50
1	48607554290	244.72
1	48685573121	191.35
1	48646328645	200.72
1	49605094350	86.88
1	48406513600	260.81
1	33564668338	30.52
1	49199918322	93.27
1	445646577820	120.92
1	48143126395	201.06
1	33579849861	29.31
1	48363689070	167.37
1	442668239864	122.35
1	48600331528	206.12
1	48543815977	195.20
1	49195886755	87.75
1	49254193133	75.61
1	441425565649	105.40
1	49473731743	83.75
1	33301267414	28.80
1	48584865616	173.57
1	48239196767	209.69
1	49155083715	86.93
1	442622948899	137.67
1	48214689074	213.82
1	444010295934	135.90
1	391693171411	135.48
1	48569029941	241.61
1	48535979748	213.21
1	49407977952	89.95
1	48249034386	212.72
1	48554970303	215.40
1	49469818768	86.72
1	396614514541	132.71
1	33634794079	27.95
1	48606178234	204.91
1	48610134049	168.10
1	446561019983	128.62
1	391904600662	116.23
1	49510752959	87.03
1	443759078142	108.07
1	442485518462	96.80
1	396848216367	127.62
1	48319510120	150.55
1	444117018086	102.94
1	48276016115	175.76
1	48244135655	187.19
1	49643688813	88.38
1	441789910641	109.09
1	442239102202	81.66
1	441345647742	134.20
1	442929483106	92.64
1	48253381938	201.95
1	48490405082	220.60
1	49174799970	86.49
1	33334777088	29.77
1	48441770127	241.93
1	48270125068	244.74
1	444602586844	108.33
1	49267033517	83.81
1	48383959041	210.34
1	396057051586	129.40
1	49243468536	88.61
1	48543223909	240.09
1	443721206335	114.32
1	48275524741	211.68
1	49629230525	85.68
1	391381840846	111.87
1	48397158576	186.26
1	445021807589	107.46
1	49323746325	76.57
1	394494421033	109.25
1	33439233541	29.82
1	49357725250	84.15
1	444064442656	93.12
1	48696379666	264.31
1	48576392329	214.24
1	48278690837	167.11
1	48302133620	204.43
1	49374026006	93.74
1	33454010332	30.77
1	33357690883	29.47
1	49138091671	81.26
1	33611810497	28.34
1	48238813702	241.78
1	48354182401	227.04
1	48279115607	196.13
1	48130720776	202.91
1	48237977107	182.46
1	48192978533	193.88
1	445070692298	115.01
1	48444101615	216.59
1	48157962682	193.11
1	48524856770	208.69
1	49309710665	84.58
1	443673830600	128.57
1	48137934144	197.64
1	444267872949	103.88
1	446293979378	108.44
1	48321075549	206.64
1	48203677275	236.42
1	49677196292	90.62
1	441359972755	102.71
1	48133135565	223.11
1	392741301943	120.97
1	48270599959	232.46
1	392614896960	112.92
2	48599912322	233.94
2	446927867929	104.99
2	394220468169	131.04
2	392781887027	135.85
2	49590549329	86.15
2	444078548956	72.53
2	391505113525	109.53
2	48264413298	124.76
2	391574785851	95.92
2	33685897433	30.18
2	48325866322	174.71
2	48172933912	186.83
2	49690286785	86.65
2	48625301865	188.38
2	49305635031	86.44
2	48159146819	185.35
2	394355425684	129.57
2	48630462646	241.75
2	446307124623	121.36
2	49343410012	89.98
2	443046932002	133.32
2	445456500338	120.61
2	33445072040	29.67
2	48208828650	222.29
2	48391153974	206.33
2	444073224241	91.24
2	446541912082	97.56
2	441134582554	102.26
2	443197417289	94.45
2	391549368304	133.97
2	48463597928	199.81
2	48213717571	142.25
2	48202807042	228.58
2	48117804493	233.13
2	49182763340	84.85
2	395286564936	118.79
2	33414031444	32.68
2	48516474380	209.09
2	441984770374	125.88
2	444882768716	126.46
2	48271905705	200.70
2	444679880815	112.93
2	48659223348	228.15
2	48362197766	192.59
2	49303865643	82.36
2	33220534864	29.63
2	442873795102	98.87
2	49642207908	84.71
2	444818269922	83.77
2	445273314103	122.71
2	48206832535	201.68
2	48198885583	199.78
2	48610780718	135.56
2	33604631635	29.30
2	392064148081	169.97
2	33509806665	30.05
2	441223615004	97.98
2	48342089855	181.79
2	48309554740	221.64
2	48481394940	230.65
2	48553669211	168.02
2	48267786389	203.11
2	48655352725	185.54
2	48482387344	224.72
2	48372120387	177.48
2	49680257007	81.98
2	443413716983	114.48
2	33244297538	28.89
2	49243726427	71.81
2	48642252266	246.51
2	48174559109	169.48
2	48204098174	170.49
2	48577799212	184.92
2	48416826480	221.49
2	49334646768	87.53
2	48475563666	172.00
2	49374340653	79.84
2	443797582412	120.87
2	48515054857	194.42
2	49666519728	80.98
2	48389096157	190.61
2	49539361836	89.46
2	393563631748	122.55
2	33270992747	31.72
2	48383042620	251.82
2	49398536777	76.68
2	446130865313	120.10
2	48401341119	168.95
2	49323916656	97.97
2	394565434960	128.40
2	33525566363	30.61
2	49240103977	84.37
2	48198070299	187.69
2	48119943070	230.73
2	49631447688	83.48
2	442910596363	94.89
2	48242861426	207.83
2	48210066728	208.59
2	49625781895	86.63
2	395731955564	128.83
2	49297903551	78.77
2	443880456023	115.79
2	442410150208	109.14
2	48150073146	226.64
2	443350941816	113.45
2	48650847621	194.31
2	48571796196	241.22
2	48597070921	177.84
2	391365277918	79.84
2	48382202184	223.05
2	48437209400	212.06
2	48511856967	239.53
2	33327648549	26.86
2	446672077082	143.90
2	48295892266	202.68
2	394791889399	122.09
2	48624383808	213.50
2	443744560710	145.58
2	33500705595	28.18
2	444874378756	96.19
2	33441721759	28.85
2	48144531833	209.30
2	443063493649	93.13
2	49302182299	82.69
2	444420837033	100.62
2	33625901975	31.64
2	48568050363	225.68
2	442163184084	88.87
2	48290309619	205.14
2	441628655479	108.61
2	48116832042	168.49
2	441399777903	65.65
2	48597553418	155.41
2	48471687852	207.25
2	442739597813	120.60
2	48347916945	220.72
2	48669958380	239.01
2	33660191005	29.06
2	49146986412	84.42
2	396128003147	123.18
2	48630350390	173.52
2	48694433479	227.05
3	48517002913	220.59
3	49656989808	86.97
3	446523167188	107.60
3	48327625184	218.15
3	444255292468	116.14
3	444836266012	111.23
3	49181380419	88.94
3	48471312178	155.41
3	446827517564	112.59
3	49378628538	83.32
3	446994678802	122.33
3	446039800363	103.85
3	445838331544	107.63
3	48336299160	197.09
3	48513689566	206.98
3	444884806727	99.99
3	48300669629	186.20
3	48648317499	216.96
3	49327481543	83.48
3	442010712224	102.68
3	49405116621	78.91
3	49261781080	82.56
3	49235477821	85.36
3	49313317244	82.08
3	48498225191	198.83
3	48559158283	174.83
3	396153674411	117.42
3	33475595269	30.62
3	392366995038	153.50
3	48214784628	169.86
3	441232504882	110.48
3	443982128531	122.10
3	395155767872	120.01
3	48157368118	157.52
3	49676515322	87.00
3	48598548574	201.10
3	33274224438	28.75
3	48166173191	211.58
3	394521035170	81.38
3	33582904331	30.38
3	48110385671	215.43
3	33187043958	31.71
3	393640673906	122.47
3	446301808390	103.28
3	391534425115	115.49
3	445492726006	105.76
3	444361783259	101.55
3	442815768176	118.29
3	444281820548	102.66
3	48285371050	207.75
3	48319869205	243.77
3	445829475218	91.08
3	49171511157	99.13
3	49390555530	88.45
3	33170075916	28.81
3	442122992687	99.59
3	48114160253	151.79
3	443735371349	138.97
3	48448947796	287.01
3	442909426033	109.84
3	443757813735	108.57
3	49479336209	91.21
3	48699249761	237.16
3	444422675644	117.41
3	48618011588	239.35
3	443522303212	115.11
3	49655953021	78.74
3	444563231544	100.75
3	33645649879	30.66
3	48307984302	204.09
3	442603994688	89.21
3	48220143161	173.61
3	33498551138	28.49
3	33209982843	31.75
3	394730699859	112.69
3	441263918067	110.24
3	49624767780	76.24
3	441814512952	98.55
3	441768890689	122.69
3	443695826902	101.01
3	396086666245	133.30
3	33209548992	32.01
3	48485907885	243.50
3	48349597696	163.27
3	443634488895	75.54
3	48582795147	276.52
3	49155872949	87.26
3	48524881397	181.03
3	48266793882	185.69
3	48113379628	210.24
4	392309739730	94.43
4	48645928584	218.10
4	49275280377	86.24
4	443095837849	100.29
4	48646493551	212.04
4	48417302144	203.07
4	442714794414	99.56
4	49340495590	86.45
4	48264061252	236.35
4	443244220649	114.37
4	48286718811	216.11
4	48477157568	241.17
4	48254056238	254.29
4	48682171009	226.03
4	446487726966	117.72
4	443068258671	130.32
4	48590633870	206.04
4	445905771513	112.80
4	396055449983	125.17
4	48177188469	222.17
4	441736427455	110.79
4	33545640745	28.82
4	48448120201	238.42
4	49555751543	82.20
4	48571110756	204.45
4	48214874678	197.11
4	33313044632	28.15
4	48293336116	219.79
4	48387877715	194.37
4	441878492839	116.11
4	48303633743	190.40
4	395060332141	101.28
4	48333458886	243.60
4	48683411777	185.10
4	442403981775	115.46
4	48421351415	234.33
4	49422248227	86.65
4	48265762597	158.72
4	48632293130	202.16
4	48163731292	249.61
4	48541764380	275.58
4	48592117941	235.07
4	33496152470	29.08
4	443364894044	117.21
4	49680469344	78.86
4	443801601072	112.33
4	446518846907	124.28
4	33598962241	29.35
4	48680552090	201.87
4	48172606892	225.90
4	48155857427	243.42
4	48648400134	161.71
4	49412476877	86.24
4	49634821746	84.28
4	48365139614	226.70
4	441821197023	120.19
4	395834584909	156.02
4	49328266604	82.93
4	48161964539	230.03
4	33544084263	31.74
4	442474749343	110.40
4	396550652743	145.34
4	445501581530	101.54
4	49136454124	91.19
4	49419866479	85.11
4	49420819449	81.40
4	48131890743	167.75
4	48426283305	240.23
4	48396718387	244.37
4	445660226224	110.95
4	48446383581	173.47
4	48595430516	162.44
4	442136997531	111.13
4	48489531067	192.24
4	48604415172	194.30
4	443628346705	121.39
4	49531667241	79.17
4	48615569681	270.72
4	48389620564	244.54
4	445457375498	99.21
4	49536269611	83.19
4	443894653504	115.30
4	446217115527	103.05
4	446845522748	112.27
4	48619547361	220.03
4	48478761270	238.19
4	394501092892	96.09
4	445194025653	114.93
4	446575591503	111.74
4	445705003460	107.90
4	48303314652	243.14
4	442445197459	138.96
4	395162934051	139.43
4	443157758424	106.33
4	49198115731	85.20
4	49610650421	84.63
4	48296256762	237.89
4	396233586738	124.64
4	442816231228	97.02
4	48606584533	177.43
4	48496622521	226.91
4	33335648583	32.23
4	48148238554	165.02
4	49487031580	83.24
4	49509136416	87.52
4	48558471719	204.28
4	33394741588	27.72
4	445423353682	126.96
4	444658418146	100.10
4	49673505803	77.51
4	33399655215	30.65
4	394210104143	141.76
4	444000645065	110.05
4	446590350487	104.21
4	445455190085	109.38
4	48141316468	224.43
4	48281443497	173.64
4	444478082676	107.19
4	33140440723	30.94
4	48595058877	214.69
4	443541460077	94.57
4	441260502280	110.38
4	48547159459	208.06
4	48161367274	143.11
4	443144043991	86.59
4	49258186289	87.41
4	441617807243	130.56
4	49377951846	85.75
4	49225916009	85.81
4	444979132753	113.70
4	443842970572	119.16
